,tweets,classification
1387,ateneo h reliefph urgent 3000 good destin peopl pick distribut accordingli hurri,call_for_action
1388,hashtag relief op rescu concern amp gen flood news pl gu,situational_update
1389,send relief good yoh froz banaw,call_for_action
1390,want involv pack relief good proceed san juan arena look lynn manansala,situational_update
1391,way ateneo flood bluewav marikina probabl kneedeep,situational_update
1392,ateneo h reliefph urgent 3000 good destin peopl pick distribut accordingli hurri,call_for_action
1393,class paranaqu accdg mayor bernab,situational_update
1394,katipunan flood anymor wors 40 minut ago,situational_update
1395,la mesa dam quezon citi remain red alert level thursday water level exceed normal level,situational_update
1396,12k prison muntinlupa jail gave meal food donat flood victim congressman leggo,donation
1397,pl rescu 139 princeton st,call_for_action
1398,list flood road wednesday afternoon,situational_update
1399,trap insid hous flood rise address 16b evangelista st xaviervil 1 quezon citi,call_for_action
1400,number help inquiri updat pampanga pdrrmc provinci,situational_update
1401,appeal help million philippin flood victim yahoo8,donation
1402,mom collect donationbottl water flood victim like donat,donation
1403,citi offer payment holiday floodhit custom bank show heart mmmm better read fine print,situational_update
1404,aerial photo show extent metro manila flood,situational_update
1405,flood ale marco hiway filinvest marikina passabl vehicl thank god,situational_update
1406,manila class suspend preschool high school public school aug 11,situational_update
1407,heavi rain qc,situational_update
1408,child drown flood,situational_update
1409,updat bring donationvolunt,donation
1410,pagasa weather improv weekend,situational_update
1411,knee deep flood imelda avenu,situational_update
1412,class suspend makati hizzl hous foshizl,situational_update
1413,list flood road wednesday afternoon 5pm,situational_update
1414,south manila commut trip resum pm train airblast dri part inund flood water,situational_update
1415,thank god pagasa 1220pm advisori rainfal warn signal metro manila termin,emotional_support
1416,urgent noticebig crack mid edsa sb petron connecticut,situational_update
1417,class offic work technolog univers philippinesmanila resum tomorrow,situational_update
1418,drop malvar batanga relief good cloth want victim flood,donation
1419,resourc relat 2012 philippin flood googl crisi respons,situational_update
1420,hashtag relief op rescu concern amp gen flood news pl gu,situational_update
1421,send relief good yoh froz banaw,call_for_action
1422,want involv pack relief good proceed san juan arena look lynn manansala,situational_update
1423,way ateneo flood bluewav marikina probabl kneedeep,situational_update
1424,ateneo h reliefph urgent 3000 good destin peopl pick distribut accordingli hurri,call_for_action
1425,class paranaqu accdg mayor bernab,situational_update
1426,katipunan flood anymor wors 40 minut ago,situational_update
1427,la mesa dam quezon citi remain red alert level thursday water level exceed normal level,situational_update
1428,12k prison muntinlupa jail gave meal food donat flood victim congressman leggo,situational_update
1429,pl rescu 139 princeton st,call_for_action
1430,list flood road wednesday afternoon,situational_update
1431,trap insid hous flood rise address 16b evangelista st xaviervil 1 quezon citi,situational_update
1432,number help inquiri updat pampanga pdrrmc provinci,situational_update
1433,appeal help million philippin flood victim yahoo8,situational_update
1434,mom collect donationbottl water flood victim like donat,donation
1435,citi offer payment holiday floodhit custom bank show heart mmmm better read fine print,situational_update
1436,aerial photo show extent metro manila flood,situational_update
1437,flood ale marco hiway filinvest marikina passabl vehicl thank god,situational_update
1438,manila class suspend preschool high school public school aug 11,situational_update
1439,heavi rain qc,situational_update
1440,child drown flood,situational_update
1441,updat bring donationvolunt,donation
1442,pagasa weather improv weekend,situational_update
1443,knee deep flood imelda avenu,situational_update
1444,class suspend makati hizzl hous foshizl,situational_update
1445,list flood road wednesday afternoon 5pm,situational_update
1446,south manila commut trip resum pm train airblast dri part inund flood water,situational_update
1447,thank god pagasa 1220pm advisori rainfal warn signal metro manila termin,emotional_support
1448,urgent noticebig crack mid edsa sb petron connecticut,situational_update
1449,class offic work technolog univers philippinesmanila resum tomorrow,situational_update
1450,drop malvar batanga relief good cloth want victim flood,donation
1451,resourc relat 2012 philippin flood googl crisi respons,situational_update
1452,antonio commonwealth qc chestdeep oh gee,situational_update
1453,help 300 pack meal fr transport bf home qc katip dinner brgi pa,donation
1454,pl let know u help way accept donat,situational_update
1455,abiso marikenyogtmarikina hotlin 6829573gtfor donationkind cash,situational_update
1456,0951pm expect occasion thunderstorm amp mod heavi rain 50150 mmhr vicin camanava,situational_update
1457,list flood road metro manila 10am,situational_update
1458,need donationuaampp,call_for_action
1459,class level offic work pup metro manila campu remain suspend thur,situational_update
1460,oh katipunan kneedeep flood qc circl start flood,situational_update
1461,pl dont tweet photo fr ondoy past calam caus panic,situational_update
1462,pl need antibiot amp med care 94yr old lola amp tita trap anaheim stpark place cainta justita orosa,call_for_action
1463,filam worri floodhit kin ph,situational_update
1464,cbtl open noncash donationflood victim visit nearest cbtl branch donat,donation
1465,philippin red cross bat chapter accept relief good,donation
1466,aten h kitchen updat 150 pm donat total 5490 meal pack woot woot,donation
1467,hashtag relief op rescu concern amp gen flood news pl gu,situational_update
1468,send relief good yoh froz banaw,call_for_action
1469,want involv pack relief good proceed san juan arena look lynn manansala,situational_update
1470,way ateneo flood bluewav marikina probabl kneedeep,situational_update
1471,ateneo h reliefph urgent 3000 good destin peopl pick distribut accordingli hurri,situational_update
1472,class paranaqu accdg mayor bernab,situational_update
1473,katipunan flood anymor wors 40 minut ago,situational_update
1474,la mesa dam quezon citi remain red alert level thursday water level exceed normal level,situational_update
1475,12k prison muntinlupa jail gave meal food donat flood victim congressman leggo,donation
1476,pl rescu 139 princeton st,call_for_action
1477,list flood road wednesday afternoon,situational_update
1478,trap insid hous flood rise address 16b evangelista st xaviervil 1 quezon citi,call_for_action
1479,number help inquiri updat pampanga pdrrmc provinci,situational_update
1480,appeal help million philippin flood victim yahoo9,donation
1481,mom collect donationbottl water flood victim like donat,donation
1482,citi offer payment holiday floodhit custom bank show heart mmmm better read fine print,situational_update
1483,aerial photo show extent metro manila flood,situational_update
1484,flood ale marco hiway filinvest marikina passabl vehicl thank god,situational_update
1485,manila class suspend preschool high school public school aug 12,situational_update
1486,heavi rain qc,situational_update
1487,child drown flood,situational_update
1488,updat bring donationvolunt,situational_update
1489,pagasa weather improv weekend,situational_update
1490,knee deep flood imelda avenu,situational_update
1491,class suspend makati hizzl hous foshizl,situational_update
1492,list flood road wednesday afternoon 5pm,situational_update
1493,south manila commut trip resum pm train airblast dri part inund flood water,situational_update
1494,thank god pagasa 1220pm advisori rainfal warn signal metro manila termin,emotional_support
1495,urgent noticebig crack mid edsa sb petron connecticut,situational_update
1496,class offic work technolog univers philippinesmanila resum tomorrow,situational_update
1497,drop malvar batanga relief good cloth want victim flood,situational_update
1498,resourc relat 2012 philippin flood googl crisi respons,situational_update
1499,hashtag relief op rescu concern amp gen flood news pl gu,situational_update
1500,send relief good yoh froz banaw,call_for_action
1501,want involv pack relief good proceed san juan arena look lynn manansala,situational_update
1502,way ateneo flood bluewav marikina probabl kneedeep,situational_update
1503,ateneo h reliefph urgent 3000 good destin peopl pick distribut accordingli hurri,donation
1504,class paranaqu accdg mayor bernab,situational_update
1505,katipunan flood anymor wors 40 minut ago,situational_update
1506,la mesa dam quezon citi remain red alert level thursday water level exceed normal level,situational_update
1507,12k prison muntinlupa jail gave meal food donat flood victim congressman leggo,donation
1508,pl rescu 139 princeton st,call_for_action
1509,list flood road wednesday afternoon,situational_update
1510,trap insid hous flood rise address 16b evangelista st xaviervil 1 quezon citi,call_for_action
1511,number help inquiri updat pampanga pdrrmc provinci,situational_update
1512,appeal help million philippin flood victim yahoo8,donation
1513,mom collect donationbottl water flood victim like donat,donation
1514,citi offer payment holiday floodhit custom bank show heart mmmm better read fine print,situational_update
1515,aerial photo show extent metro manila flood,situational_update
1516,flood ale marco hiway filinvest marikina passabl vehicl thank god,situational_update
1517,manila class suspend preschool high school public school aug 11,situational_update
1518,heavi rain qc,situational_update
1519,child drown flood,situational_update
1520,updat bring donationvolunt,donation
1521,pagasa weather improv weekend,situational_update
1522,knee deep flood imelda avenu,situational_update
1523,class suspend makati hizzl hous foshizl,situational_update
1524,list flood road wednesday afternoon 5pm,situational_update
1525,south manila commut trip resum pm train airblast dri part inund flood water,situational_update
1526,thank god pagasa 1220pm advisori rainfal warn signal metro manila termin,emotional_support
1527,urgent noticebig crack mid edsa sb petron connecticut,situational_update
1528,class offic work technolog univers philippinesmanila resum tomorrow,situational_update
1529,drop malvar batanga relief good cloth want victim flood,donation
1530,resourc relat 2012 philippin flood googl crisi respons,situational_update
1531,antonio commonwealth qc chestdeep oh gee,situational_update
1532,help 300 pack meal fr transport bf home qc katip dinner brgi pa,donation
1533,pl let know u help way accept donat,donation
1534,abiso marikenyogtmarikina hotlin 6829573gtfor donationkind cash,donation
1535,0951pm expect occasion thunderstorm amp mod heavi rain 50150 mmhr vicin camanava,situational_update
1536,list flood road metro manila 10am,situational_update
1537,need donationuaampp,call_for_action
1538,class level offic work pup metro manila campu remain suspend thur,situational_update
1539,oh katipunan kneedeep flood qc circl start flood,situational_update
1540,pl dont tweet photo fr ondoy past calam caus panic,situational_update
1541,pl need antibiot amp med care 94yr old lola amp tita trap anaheim stpark place cainta justita orosa,call_for_action
1542,filam worri floodhit kin ph,situational_update
1543,cbtl open noncash donationflood victim visit nearest cbtl branch donat,donation
1544,philippin red cross bat chapter accept relief good,donation
1545,aten h kitchen updat 150 pm donat total 5490 meal pack woot woot,donation
1546,hashtag relief op rescu concern amp gen flood news pl gu,situational_update
1547,send relief good yoh froz banaw,call_for_action
1548,want involv pack relief good proceed san juan arena look lynn manansala,situational_update
1549,way ateneo flood bluewav marikina probabl kneedeep,situational_update
1550,ateneo h reliefph urgent 3000 good destin peopl pick distribut accordingli hurri,donation
1551,class paranaqu accdg mayor bernab,situational_update
1552,katipunan flood anymor wors 40 minut ago,situational_update
1553,la mesa dam quezon citi remain red alert level thursday water level exceed normal level,situational_update
1554,12k prison muntinlupa jail gave meal food donat flood victim congressman leggo,donation
1555,pl rescu 139 princeton st,call_for_action
1556,list flood road wednesday afternoon,situational_update
1557,trap insid hous flood rise address 16b evangelista st xaviervil 1 quezon citi,call_for_action
1558,number help inquiri updat pampanga pdrrmc provinci,situational_update
1559,hashtag relief op rescu concern amp gen flood news pl gu,situational_update
1560,send relief good yoh froz banaw,call_for_action
1561,want involv pack relief good proceed san juan arena look lynn manansala,situational_update
1562,way ateneo flood bluewav marikina probabl kneedeep,situational_update
1563,ateneo h reliefph urgent 3000 good destin peopl pick distribut accordingli hurri,donation
1564,class paranaqu accdg mayor bernab,situational_update
1565,katipunan flood anymor wors 40 minut ago,situational_update
1566,la mesa dam quezon citi remain red alert level thursday water level exceed normal level,situational_update
1567,12k prison muntinlupa jail gave meal food donat flood victim congressman leggo,donation
1568,pl rescu 139 princeton st,call_for_action
1569,list flood road wednesday afternoon,situational_update
1570,trap insid hous flood rise address 16b evangelista st xaviervil 1 quezon citi,call_for_action
1571,number help inquiri updat pampanga pdrrmc provinci,situational_update
1572,appeal help million philippin flood victim yahoo8,donation
1573,mom collect donationbottl water flood victim like donat,donation
1574,citi offer payment holiday floodhit custom bank show heart mmmm better read fine print,situational_update
1575,aerial photo show extent metro manila flood,situational_update
1576,flood ale marco hiway filinvest marikina passabl vehicl thank god,situational_update
1577,manila class suspend preschool high school public school aug 11,situational_update
1578,heavi rain qc,situational_update
1579,child drown flood,situational_update
1580,updat bring donationvolunt,donation
1581,pagasa weather improv weekend,situational_update
1582,knee deep flood imelda avenu,situational_update
1583,class suspend makati hizzl hous foshizl,situational_update
1584,list flood road wednesday afternoon 5pm,situational_update
1585,south manila commut trip resum pm train airblast dri part inund flood water,situational_update
1586,thank god pagasa 1220pm advisori rainfal warn signal metro manila termin,emotional_support
1587,urgent noticebig crack mid edsa sb petron connecticut,situational_update
1588,class offic work technolog univers philippinesmanila resum tomorrow,situational_update
1589,drop malvar batanga relief good cloth want victim flood,situational_update
1590,resourc relat 2012 philippin flood googl crisi respons,situational_update
1591,antonio commonwealth qc chestdeep oh gee,situational_update
1592,help 300 pack meal fr transport bf home qc katip dinner brgi pa,situational_update
1593,pl let know u help way accept donat,donation
1594,class tip manila quezon citi resum tomorrow,situational_update
1595,class tommorow depe makati citi,situational_update
1596,flood ale araneta e rodriguez manila waist deep passabl type vehicl,situational_update
1597,lic open donationcent affect floodhit area drop donationkind gate 4,donation
1598,pl input rescu alert help trackingact,call_for_action
1599,cavit class level entir provinc august 9th gov jonvic remulla,situational_update
1600,final announc class entir provinc cavit,situational_update
1601,valenzuela citi govern offic resum tomorrow,situational_update
1602,updat luzon site click read 6pm usa eastern time bacoor flood risk minor area h,situational_update
1603,pl spread pasig amp patero emerg hotlin 6416373 6430000 6310099 tnx,call_for_action
1604,heavi flood humel home longo malolo bulacan near ceu calumpit,situational_update
1605,22b evangelista st xaviervil avenu qc water 2nd floor,situational_update
1606,pl help need food jasmin st midtown villag brgi san andr cainta,call_for_action
1607,photo bank swollen san mateo river resid roof top need rescu,call_for_action
1608,12000 prison muntinlupa jail gave meal ysterday food donat flood victim bad guy,donation
1609,makati citi class suspend tom,situational_update
1610,mahar lagmay project noah marikina river water level sto nino station 2024 meter,situational_update
1611,trap provid villag call help,call_for_action
1612,paw need larg truck today anim rescu oper pasig,call_for_action
1613,true class level suspend ncr,situational_update
1614,dlsu manila accept relief donationdonationbox gate taft avenu,donation
1615,xaviervil 1 2 resid advis flood quickli rise area pl evacu cont h,call_for_action
1616,mega public servic san juan citi class suspend,situational_update
1617,class k h ff area tom,situational_update
1618,help flood damag insur claim,call_for_action
1619,floodgat manggahan floodway remain open allow water flow marikina river laguna lake,situational_update
1620,advisori suspens makati local govern offic tommorow,situational_update
1621,good news marikina river water level sto nino station way way compar morn,situational_update
1622,continu drop donationkind rice,donation
1623,pl habijan famili need rescu right 151 oxford st provid villag patch 09167096674,call_for_action
1624,ateneo h updat run low cook rice littl donationcount,donation
1625,video water marikina river rise highest level 3 day,situational_update
1626,twitterph unifi hashtag relief op rescu concern,situational_update
1627,marikina river water level sto nio station 2037 meter,situational_update
1628,thunderstorm warningsign issu 5,situational_update
1629,class saturday malolo,situational_update
1630,send help villarica subdivis decastro cainta rizal send food medic,call_for_action
1631,hour night fall danger area pl evacu foodshelt evac center,call_for_action
1632,manila declar suspens work manila citi hall tomorrow,situational_update
1633,pl help famili rd 4 magdalena subd san juan,call_for_action
1634,advisori class suspend makati citi tomorrow,situational_update
1635,advisori suspens makati local govern offic tomorrow,situational_update
1636,uaampp 712pm evacu center pasig area need immedi relief good readi deploy plea,call_for_action
1637,taguig hotlin standbi assist taguig emerg 1657777 taguig rescu 6235244 oswd 5423693,situational_update
1638,citi san jose del mint bulacan help gov willi alvarado cont,call_for_action
1639,new batch donationarriv redcross pasig kapitolyo,donation
1640,class mandaluyong woah 1 week class,situational_update
1641,need donationrelief opsric,call_for_action
1642,adamson univers accept donationt quadrangl,donation
1643,pl help matet reginaldo 2weekold babi lot4block3 villa olympia sto domingo cainta rizal,call_for_action
1644,philippin act alert flood philippin,situational_update
1645,preschool high school class public school manila suspend aug10 friday privat school htt,situational_update
1646,pnu manila declar suspens class tomorrow,situational_update
1647,donat open accept donat,donation
1648,help 300 pack meal fr transport bf home qc cont,donation
1649,611 pm class suspend 81012 makati citi,situational_update
1650,pl rescu alex cabason,call_for_action
1651,flood ale 500 pm cp garcia waist deep passabl type vehicl mmda,situational_update
1652,palac cancel aug 9 class postgradu level ncr,situational_update
1653,let help pledg serv food flood victim,call_for_action
1654,donationdr tomorrow colleg nurs manila 9am 12pm thank,donation
1655,suspens class class thursday,situational_update
1656,sinkhol edsa,situational_update
1657,flood ale east ave kalayan circl elipt westbound half knee commonwealth feria passabl cont,situational_update
1658,vounteer donat,donation
1659,san juan state calam class tomorrow,situational_update
1660,adm02 thank volunt victori greenhil pack cloth flood victim san juan area,donation
1661,sun shine nearest center help u god bless u,emotional_support
1662,receiv donationparanaqu branch santo ave suc,donation
1663,asuncion famili incl 1 yr old babi 70 yo dad 507 kamagong st,call_for_action
1664,break class lpu manila suspend tomorrow,situational_update
1665,good morn class today,situational_update
1666,help rescu effort report,call_for_action
1667,marikina river water level 168m 505pm,situational_update
1668,donationaccept muntinlupa fire station flood victim,donation
1669,code makati tomorrow anthoni taberna,situational_update
1670,photo flood pasig citi mega market wed afternoon 8812 photo cousin,situational_update
1671,flood corner espaa amp dela fuent kneedeep 1030am,situational_update
1672,class level work la consolacion colleg manila remain suspend tomorrow,situational_update
1673,go 11 daystorrenti rain flood half philippin capit,situational_update
1674,611 pm class suspend aug 10 makati citi,situational_update
1675,mayor lim confirm class suspens tomorrow,situational_update
1676,pl save 7 dog 60 f manalo st brgi calzadatipa taguig contact 09175511,call_for_action
1677,class palac announc class level pampanga,situational_update
1678,hi need donationflood victim areahop help spread wordpl,call_for_action
1679,ortiga ext passabl type vehicl flood strong current mayor mon ilagan,situational_update
1680,rubber boat r need resid marietta stalucia pasig relief oper amp theyr runni,call_for_action
1681,confirm huge crack edsa southbound near connecticutpetron care slo,situational_update
1682,sun take peek metro manila hope safe let focu help volunteeringgod,emotional_support
1683,oh em knee deep flood buendia,situational_update
1684,portion imelda avenu cainta passabl light vehicl jeepney bound cubao return cainta,situational_update
1685,philippin red cross san juan need can food,call_for_action
1686,road updat edsa nb freeflow traffic cubao bec flood ptuazon underpass detour araneta complex,situational_update
1687,r delug monsoon rain overshadow ondoy,situational_update
1688,430pm advisori red warn metro manila expect heavi intens rain w occasion torrenti rain 2 hr,situational_update
1689,class tomorrow level laguna calamba citi,situational_update
1690,floodhit cebu pacif passeng rebook flight free,situational_update
1691,flood swamp area quezon citi,situational_update
1692,expect thunderstorm camanava,situational_update
1693,opm secretariat accept donationkind flood victim near area,donation
1694,day rain qc exce monthli rainfal ncr,situational_update
1695,chk relief oper stop repack need rice,call_for_action
1696,dropoff donationtomorrow 10am2pm clu locat 48 samar ave cor eugenio lopez dr qc,donation
1697,qc govt announc suspens class 710 pm,situational_update
1698,deadli monsoon rain manila kill 72 displac 850,situational_update
1699,need van driver day help relief distribut,call_for_action
1700,rainfal alert dostpagasa 9 august 2012 0900 hour camanava,situational_update
1701,class suspens friday,situational_update
1702,class level quezon citi cancel friday,situational_update
1703,flood subsid part manila area remain submerg water,situational_update
1704,abiso marikenyogtmarikina hotlin 6829573gtfor donationkind cash deliv mariki,donation
1705,mayor bernab paranaqu class tomorrow august 9,situational_update
1706,sign snow patrol cd sold later 1k proce donat flood victim,donation
1707,look help dont know start info amp consolid,call_for_action
1708,taguig emerg hotlin 1657777 taguig rescu 6235244 pl rt,situational_update
1709,flood ale araneta e rodriguez manila passabl type vehicl,situational_update
1710,life home cainta jucntion passabl type vehicl 145pm,situational_update
1711,quezon citi suspend class high school friday,situational_update
1712,help flood victim commun yahoo news philippin,call_for_action
1713,21 stuck 2nd floor hous 22 b evangelista st xaviervil 1 qc pl send help,call_for_action
1714,pangasinan evacu center,situational_update
1715,8am marco hway qc cainta ok expect kneedeep flood vermont royal subd,situational_update
1716,inquir accept donationflood victim inquir news,donation
1717,guy dont tweet photo ondoy past calam caus panic peopl think current,call_for_action
1718,oper relief manila flood donationaccept uceac offic basement floor finster,donation
1719,that inabanana small act kind long way let help,donation
1720,pl lot6 blk21 fansi st midtown vill phase9 brgi sanandr cainta trap w 2kid food amp,call_for_action
1721,greenpark vil cainta everlast st strand,situational_update
1722,famili trap insid hous flood rise address 184 pinevil ave,call_for_action
1723,pl lot6 blk21 fansi st midtown vill phase9 brgi sanandr cainta rizal trap w 2kid f,call_for_action
1724,ofcem strand water food de castro subdivis,call_for_action
1725,4day old babi critic condit stuck ellipt rd go east ave med center ambul pla,call_for_action
1726,pl kid amp preggi virgi obogn 09333569828 3 bayanihan vill cainta,call_for_action
1727,brgi san andr cainta havent receiv help relief,call_for_action
1728,urgent bea bautista 1223 maria christina st sampaloc mla 09151492803 chestdeep waterl wire,call_for_action
1729,famili trap insid hous flood rise address 16b evangelista st xaviervil 1 quezon citi,call_for_action
1730,pl lot6 blk21 fansi st midtown vill phase9 brgi sanandr cainta trap w 2kid food amp w,call_for_action
1731,run low food water cainta,call_for_action
1732,babi trap wo food 12 chico st town countri execut villag marco highway,call_for_action
1733,receiv news tita peopl brgi tipa receiv relief good waist deep flood area,donation
1734,sun came pandacan,situational_update
1735,marikina evacue line water suppli,situational_update
1736,p126m relief fund releas flood victim rise,donation
1737,land cote dazur sun im glad hear shine manila hope everyon doin better,situational_update
1738,rain keep pour friend whore affect flood,situational_update
1739,visit evacu center pasig today distribut good evacue lot peopl,situational_update
1740,asap rescu villa monteverd,call_for_action
1741,desper need lot new panti woman affect flood malabon,call_for_action
1742,photo flood retiro,situational_update
1743,saw video flood phillipin sad,situational_update
1744,group launch mission help flood victim luzon,situational_update
1745,paki rape kid typhoon haikui leaf 19 dead manila nineteen peopl die nearli,situational_update
1746,makati resto kitchen homeward bound qc happi thing look normal sun,situational_update
1747,wfp provid support govt today send emerg relief assist affect ar,situational_update
1748,rain pour flood rise peopl lost home,situational_update
1749,pba pba entiti rais p3 million flood victim,donation
1750,pregnant woman wade flood water,call_for_action
1751,pinoytumblr philippin flood pictur devast water engulf capit manila,situational_update
1752,peopl lost home,situational_update
1753,rain there flood,situational_update
1754,kid calm middl waist deep water cainta thank u gerald ur kind,situational_update
1755,hey guy pregnant woman wade flood water,call_for_action
1756,gave 472 pack adoboeggricebottl water resid brgi dona imelda qc,donation
1757,flood place chestdeep rise rain,situational_update
1758,let donat continu care peopl need right,donation
1759,thank god rain decreas significantli let continu relief effort need good morn,emotional_support
1760,recap volunt need earli 8am tom pack,situational_update
1761,dr mahar lagmay explain marikina flood plain river system,situational_update
1762,marikina today want donationpickedup,donation
1763,antipolomarikinathi rain hasnt stop strong againdo care,situational_update
1764,thank san miguel donat 100 case bottl water uaampp,donation
1765,need help trap home,call_for_action
1766,adm01 volunt muntinlupa citi pack relief good flood victim laguna thank photo,donation
1767,armi truck soldier rescu seen standbi intersect south super highway osmena,situational_update
1768,seaoil implement price freez fuel week mm,situational_update
1769,mam total 13 evacu center 709 familiestext mayor assist navota,situational_update
1770,rain stop san mateo,situational_update
1771,peopl walk super traffic c5 sb lord safe,situational_update
1772,filipino prison react donat flood victim instead eatin meal,situational_update
1773,food readi pickup 5pm thank donat,donation
1774,british ambassador stephen lilli send sympathi affect flood metro man,situational_update
1775,havent seen flood like municip guiguinto,situational_update
1776,22 place submerg flood stationari past 15hr concern clean drink water,situational_update
1777,footag shot sever flood manila today whilst,situational_update
1778,relief good right lbc pagasa,donation
1779,pagasa say experi improv weather condit manila day,situational_update
1780,white plain ave mormon templ get wors car head katipunan amp greenmeadow ave edsa,situational_update
1781,need food donationcoffe,call_for_action
1782,new bilibid prison inmat skip meal donat flood victim,donation
1783,far rain mandaluyong far flood subsid,situational_update
1784,garbag creek flood subsid dont clean instead pollut,situational_update
1785,chairman dick gordon person lead rescu relief oper quezon citi,situational_update
1786,uaampp need box,call_for_action
1787,flood outsid hous,situational_update
1788,guy friend help prev tweet need help,call_for_action
1789,qc area want donat relief good,donation
1790,pre arroyo visit flood victim pampanga villag,situational_update
1791,agre climat chang flood ncr caus year neglect mess see,situational_update
1792,519k peopl affect tropic storm updat wmap,situational_update
1793,hous soak muddi flood water waist level famili safe,situational_update
1794,p lead good turnov amp volunt work san juan arena continu send donat,donation
1795,morn pleasur serv flood victim laguna w extrem kind amp hardwork,situational_update
1796,there dead bodi lyin doen buendia cor pre sergio osmea highway hi palanan,situational_update
1797,hi 2 want 2 donat relief good,donation
1798,flood philippin,situational_update
1799,pl bring food rescu rolli,call_for_action
1800,daniel padilla marikina citi give relief good,donation
1801,sun shine marikina bright morn come,situational_update
1802,here u donat bottl water flood victim profit bldg public school classroo,donation
1803,mandaluyong area send relief good,call_for_action
1804,manila philippin ok citi like sea flood rain help thank xo,situational_update
1805,flood level went 2 inch night,situational_update
1806,sun,situational_update
1807,hello rout filinvest 2 batasan hill n labayani st north fairview passabl light vehi,situational_update
1808,ask prayer filipino experienc flood unend rain pl thank,emotional_support
1809,flood level continu rise,situational_update
1810,accept relief good center,donation
1811,deadli flood swamp nearli metro manila natur disast,situational_update
1812,manila chao tragedyno typhoon wind west monsoongtlt,donation
1813,im middl distribut good barangay salapan san juan tweet relev inform right aft,situational_update
1814,marikina bell rang warn peep wont evacuateth filipino spirit waterproofr,situational_update
1815,famili nangka elem school evac ctr struck ondoy theyr wait rain subsid sta,situational_update
1816,presid benigno aquino iii visit floodhit area,situational_update
1817,relief pack hot meal deliv santolan,donation
1818,probabl ask lot thousand filipino affect heavi flood day,situational_update
1819,make proud filipino video pre aquino visit floodhit area 2nd day,situational_update
1820,proteg 20 finalist help flood victim proteg finalist 20 help flood victimsth 20 proteg g htt,situational_update
1821,great resourc page 2012 philippin flood talk partner respons,situational_update
1822,donat biscuit,donation
1823,wana volunt help deploy food,situational_update
1824,worst flood bataan neighbor stay cont,situational_update
1825,state calam,situational_update
1826,photo flood sampaloc,situational_update
1827,ateneo h kitchen day 2 donat total 13,donation
1828,sun shine relentless rain,situational_update
1829,final flood gone hope area countri final class friday woot woot xd xd,situational_update
1830,dont class tom pl spend time help repack relief good,situational_update
1831,leptospirosi alert repost manila colleg public health student council,situational_update
1832,photo cinnamonrub help flood victim philippin rain heavili nonstop 2 day,situational_update
1833,flood manila,situational_update
1834,ateneo bluerep special 13 sat 8pm proce monsoon victim tweet f,situational_update
1835,look truck manila montalban rizal tweet,call_for_action
1836,send akabayn hq 36b madasalin st sikatuna vill qc pick current serv evac,call_for_action
1837,manila philippin ok citi like citi flood rain help thank xo,situational_update
1838,amphibian vehicl marin help rescu relief effort quezon citi photo erodriguez,donation
1839,saw tweet bout ac sanlorenzo relief op help assumpt school sansimon,donation
1840,gsi allot p10b emerg loan member hit gener flood,donation
1841,salut bilibid prison skip meal donat flood victim kudo,donation
1842,share oplan iwanan kick tomoorrw lo bano gawad kalinga lb,donation
1843,hospit stricken flood,situational_update
1844,send flood alert kalentongsta mesav cruz area,situational_update
1845,accept donationfloodaffect famili 1,donation
1846,omg holyshit pasig,situational_update
1847,philippin histori flash flood,situational_update
1848,emerg updat 815 pm,situational_update
1849,947 purok5 floodway stalucia pasig citi,situational_update
1850,difficulti boat flood post deliveri old print page illustr london news,situational_update
1851,compil relief op add later,situational_update
1852,read news flood philippin think stay safe,situational_update
1853,17 help comfort peopl affect flood,call_for_action
1854,help lolita carpina,call_for_action
1855,traffic updat 625,situational_update
1856,class tomorrow lt3 safe manila,situational_update
1857,class ff area remain suspend,situational_update
1858,go flood heavi rain,situational_update
1859,pray bulacan,emotional_support
1860,updat ateneo h kitchen weve sent 2,situational_update
1861,deep flood ur estim updat pic 550pm c5 near tiendesita,situational_update
1862,sac rice uaampp updat guy want donat right,donation
1863,send love worri philippin send aid donationinfo,donation
1864,glad know lot drop point donat,donation
1865,miss school l3day suspens class bcuz heavi rain flood,situational_update
1866,prayer best donationcontribut help fellow filipino pray,emotional_support
1867,pray philippin guess plant tree manila citi,emotional_support
1868,flood water home final ankledeep gaaaahh thought caus happi,situational_update
1869,need prayer amp help victim flood philippin pl,emotional_support
1870,drop off relief good pampanga specif angel,donation
1871,warm heart know student zobel volunt help flood victim despit weather,donation
1872,flood makati go paz guazon,situational_update
1873,contact evacu center concepcion near tumana pl tweet,call_for_action
1874,adm01 member victori christian fellowship makati relief oper thank act h,donation
1875,philippin red cross help drop time volunt,call_for_action
1876,prayforthephilippin,emotional_support
1877,post 6 photo facebook album soup distribut flood victim,donation
1878,updat announc suspens class cavitebecaus state calam,situational_update
1879,mayor lim suspend class manila,situational_update
1880,class suspens thursday,situational_update
1881,let pray affect heavi rain flood,emotional_support
1882,let pray soul faith depart flood victim paradis amp guid right path,emotional_support
1883,donat money onlin relief good messag link heard gawad kalinga accept onlin payment,donation
1884,rescu op taguig friend springlan acacia cont,situational_update
1885,pray philippin famili lost possess send love,emotional_support
1886,terribl flood,situational_update
1887,need rescu relief,call_for_action
1888, donat victim typhoon ulyssesph rescueph reliefph,donation
1889, donat victim typhoon ulyssesph rescueph reliefph,donation
